Permit Issued,County,Township,API #,Status,Operator,Well Name & Number,Surface Lat,Surface Long,Endpoint Lat,Endpoint Long
08/23/2012,JEFFERSON,WARREN,34081205360100,Drilled,CHESAPEAKE EXPLORATION LLC,CREAMER 25-5-2 3H,40.2055792,-80.7265511,40.2199935,-80.7368303
08/23/2012,JEFFERSON,SPRINGFIELD,34081205370000,Permitted,CHESAPEAKE EXPLORATION LLC,BOOTH 23-11-4 3H,40.4444497,-80.9336508,40.4591644,-80.9432459
10/01/2012,JEFFERSON,SPRINGFIELD,34081205380000,Drilled,CHESAPEAKE EXPLORATION LLC,MCCOY 17-11-4 3H,40.4450065,-80.9210576,40.4597174,-80.9316924
10/01/2012,JEFFERSON,CROSS CREEK,34081205390000,Producing,HESS OHIO RESOURCES LLC,NAC 4H-20,40.3095486,-80.7064322,40.3251002,-80.711219
10/02/2012,JEFFERSON,SPRINGFIELD,34081205400000,Permitted,CHESAPEAKE EXPLORATION LLC,MCCOY 17-11-4 10H,40.444907,-80.9210097,40.4316314,-80.9070617
01/02/2013,JEFFERSON,SPRINGFIELD,34081205410000,Producing,CHESAPEAKE EXPLORATION LLC,BOOTH 23-11-4 6H,40.4443805,-80.9336093,40.4251943,-80.923729
01/30/2013,JEFFERSON,BRUSH CREEK,34081205420000,Producing,CHESAPEAKE EXPLORATION LLC,BROWN 36-11-3 3H,40.5474442,-80.8569062,40.5617756,-80.8676606
05/08/2013,JEFFERSON,SMITHFIELD,34081205430000,Producing,HESS OHIO RESOURCES LLC,SMITHFIELD A 1H-27,40.2362097,-80.8413634,40.2205116,-80.8172605
06/05/2013,JEFFERSON,SPRINGFIELD,34081205440000,Drilled,CHESAPEAKE EXPLORATION LLC,CIACCI 22-11-4 1H,40.4353161,-80.9384785,40.4516857,-80.9525053
06/05/2013,JEFFERSON,SPRINGFIELD,34081205450000,Drilled,CHESAPEAKE EXPLORATION LLC,CIACCI 22-11-4 6H,40.435276,-80.9383501,40.4218939,-80.9260844
11/19/2013,JEFFERSON,CROSS CREEK,34081205460000,Drilled,HESS OHIO RESOURCES LLC,CROSS CREEK A 5H-20,40.3094882,-80.706606,40.3226653,-80.7184257
05/07/2014,JEFFERSON,ISLAND CREEK,34081205480000,Permitted,CHESAPEAKE EXPLORATION LLC,SCHIAPPA TRUST B 20-7-2 5H,40.4063847,-80.6992371,40.4264362,-80.7087218
03/10/2014,JEFFERSON,ISLAND CREEK,34081205490000,Drilled,CHESAPEAKE EXPLORATION LLC,SCHIAPPA TRUST B 20-7-2 3H,40.4063665,-80.6993022,40.4249805,-80.7121845
07/14/2014,JEFFERSON,SALEM,34081205500000,Permitted,CHESAPEAKE EXPLORATION LLC,KEYSTONE TRUST 34-10-3 3H,40.4303199,-80.8605951,40.4458513,-80.872337
07/09/2014,JEFFERSON,SALEM,34081205510000,Permitted,CHESAPEAKE EXPLORATION LLC,CRAWFORD 28-10-3 6H,40.4362875,-80.841151,40.4137408,-80.8592932
06/06/2014,JEFFERSON,SALEM,34081205530000,Permitted,CHESAPEAKE EXPLORATION LLC,KEYSTONE TRUST 34-10-3 10H,40.430223,-80.8605364,40.4085874,-80.8412441
02/02/2012,KNOX,MORGAN,34083245540100,Drilled,DEVON ENERGY PRODUCTION CO,SENSIBAUGH 1H,40.2460243,-82.4643842,40.257731,-82.4631993
02/14/2012,KNOX,MORGAN,34083245550000,Permitted,DEVON ENERGY PRODUCTION CO,HARSTINE TRUST 1H,40.2627267,-82.4164326,40.2726633,-82.4163413
11/21/2013,MAHONING,MILTON,34099231350100,Producing,CHESAPEAKE EXPLORATION LLC,GEATCHES MAH 3H,41.1212229,-80.9272477,41.122476,-80.9358141
08/04/2011,MAHONING,GOSHEN,34099231590100,Permitted,CHESAPEAKE EXPLORATION LLC,JARVIS 4-17-4 8H,40.9774213,-80.929065,40.963159,-80.9182028
08/26/2011,MAHONING,GOSHEN,34099231640100,Permitted,CHESAPEAKE EXPLORATION LLC,HUTCHESON 9-17-4 3H,40.967187,-80.9335021,40.9790707,-80.9425551
05/17/2012,MAHONING,GOSHEN,34099231650000,Permitted,CHESAPEAKE EXPLORATION LLC,K MARTIG 6-17-4 8H,40.9825114,-80.9585253,40.9681055,-80.9479961
11/08/2011,MAHONING,GOSHEN,34099231700100,Permitted,CHESAPEAKE EXPLORATION LLC,JARVIS 4-17-4 3H,40.9775604,-80.9289929,40.9917603,-80.9399881
11/14/2011,MAHONING,ELLSWORTH,34099231720100,Producing,CNX GAS COMPANY LLC,HENDRICKS MAHN2AHSU,40.9934928,-80.8243909,41.0012032,-80.8288408
11/14/2011,MAHONING,GOSHEN,34099231730000,Permitted,CHESAPEAKE EXPLORATION LLC,JARVIS 4-17-4 6H,40.9774762,-80.9290637,40.9617691,-80.9217416
05/24/2012,MAHONING,GREEN,34099231740100,Permitted,CHESAPEAKE EXPLORATION LLC,MAHAR 7-16-3 3H,40.9636664,-80.8467095,40.9792338,-80.8575386
01/17/2012,MAHONING,GOSHEN,34099231750000,Permitted,CHESAPEAKE EXPLORATION LLC,JEMS FARMS 7-17-4 8H,40.9661205,-80.9684684,40.9565881,-80.9612082
02/14/2012,MAHONING,GOSHEN,34099231760000,Permitted,CHESAPEAKE EXPLORATION LLC,JARVIS 4-17-4 5H,40.9775055,-80.9289942,40.9942742,-80.9373056
06/20/2012,MAHONING,GREEN,34099231800100,Permitted,CHESAPEAKE EXPLORATION LLC,MAHAR 7-16-3 1H,40.9636143,-80.8467181,40.9719798,-80.8574834
06/29/2012,MAHONING,BEAVER,34099231810100,Permitted,CHESAPEAKE EXPLORATION LLC,FALB 30-13-2 8H,40.9170487,-80.7407951,40.9026227,-80.7303238
09/17/2012,MAHONING,JACKSON,34099231820100,Producing,CNX GAS COMPANY LLC,CADLE MAHN7AHSU,41.0743117,-80.8825715,41.0894443,-80.8918375
08/29/2012,MAHONING,JACKSON,34099231840000,Producing,CNX GAS COMPANY LLC,CADLE MAHN7CHSU,41.0743128,-80.882644,41.0869129,-80.8949687
12/14/2012,MAHONING,POLAND,34099231850100,Drilled,HILCORP ENERGY COMPANY,POLAND-CLL1 1H,41.0127225,-80.5432621,40.9891783,-80.5290245
01/18/2013,MAHONING,POLAND,34099231850200,Producing,HILCORP ENERGY COMPANY,POLAND-CLL1 1AH,41.0127252,-80.543262,40.9888387,-80.5277883
04/04/2013,MAHONING,JACKSON,34099231880000,Producing,HALCON OPERATING COMPANY INC,DAVIDSON 1H,41.1120575,-80.8972061,41.1256859,-80.9044115
05/09/2013,MAHONING,POLAND,34099231890000,Permitted,HILCORP ENERGY COMPANY,POLAND-CLL1 2H,41.0127225,-80.5432621,40.9891426,-80.5251813
05/09/2013,MAHONING,POLAND,34099231900000,Permitted,HILCORP ENERGY COMPANY,POLAND-CLL1 3H,41.0127271,-80.5433707,40.9868603,-80.5212968
06/17/2013,MAHONING,POLAND,34099231920000,Drilled,HILCORP ENERGY COMPANY,POLAND-CLL2 6H,41.0136407,-80.5365621,40.9906053,-80.5213042
07/02/2013,MAHONING,POLAND,34099231930000,Permitted,HILCORP ENERGY COMPANY,POLAND-CLL1 5H,41.0127263,-80.5434831,41.0222472,-80.5504148
07/02/2013,MAHONING,POLAND,34099231940000,Permitted,HILCORP ENERGY COMPANY,POLAND-CLL1 4H,41.0127253,-80.5434251,41.0222614,-80.5473657
07/02/2013,MAHONING,POLAND,34099231950000,Permitted,HILCORP ENERGY COMPANY,POLAND-CLL1 6H,41.0127299,-80.5435337,41.021876,-80.5533003
07/17/2013,MAHONING,POLAND,34099231960000,Producing,HILCORP ENERGY COMPANY,POLAND-CLL2 5H,41.0136399,-80.5365114,40.9868987,-80.5212992
07/17/2013,MAHONING,POLAND,34099231970000,Drilled,HILCORP ENERGY COMPANY,POLAND-CLL2 2H,41.013637,-80.5363448,41.0017357,-80.5213042
07/17/2013,MAHONING,POLAND,34099231980000,Drilled,HILCORP ENERGY COMPANY,POLAND-CLL2 4H,41.0136334,-80.5362941,40.9946102,-80.5212531
07/17/2013,MAHONING,POLAND,34099231990000,Drilled,HILCORP ENERGY COMPANY,POLAND-CLL2 1H,41.0136362,-80.5361382,41.0054339,-80.5213022
07/17/2013,MAHONING,POLAND,34099232000000,Drilled,HILCORP ENERGY COMPANY,POLAND-CLL2 3H,41.013638,-80.5364027,40.9980155,-80.5213069
10/04/2013,MAHONING,JACKSON,34099232010100,Producing,HALCON OPERATING COMPANY INC,GRENAMYER 1H,41.0906301,-80.8317572,41.0702496,-80.8300959
10/24/2013,MAHONING,JACKSON,34099232020000,Permitted,HALCON OPERATING COMPANY INC,GRENAMYER 2H,41.0905176,-80.8317637,41.0699045,-80.8276852
11/02/2011,MEDINA,HARRISVILLE,34103250370100,Drilled,DEVON ENERGY PRODUCTION CO,RICHMAN FARMS 1H,41.0604449,-82.0375793,41.0471384,-82.0363492
09/14/2011,MONROE,WASHINGTON,34111243020100,Drilled,HG ENERGY LLC,WHITACRE ENTERPRISES INC 701 S-5H,39.6606971,-81.2004257,39.6513519,-81.1819242
12/14/2011,MONROE,WASHINGTON,34111243020200,Drilled,HG ENERGY LLC,WHITACRE ENTERPRISES INC 701 N-5H,39.6606943,-81.2004258,39.6698797,-81.2151586
01/06/2012,MONROE,WASHINGTON,34111243020300,Producing,HG ENERGY LLC,WHITACRE ENTERPRISES INC 701 N-2H,39.6606971,-81.2004257,39.6687159,-81.2151942
04/05/2012,MONROE,WASHINGTON,34111243120000,Producing,HG ENERGY LLC,WHITACRE ENTERPRISES INC 701 S-4H,39.6606263,-81.2004874,39.64659,-81.1820994
12/14/2011,MONROE,WASHINGTON,34111243130000,Producing,HG ENERGY LLC,WHITACRE ENTERPRISES INC 701 S-6H,39.660765,-81.2003641,39.6546397,-81.1817769
03/23/2012,MONROE,WASHINGTON,34111243200000,Drilling,HG ENERGY LLC,WHITACRE ENTERPRISES INC 702 N-3H,39.6764306,-81.2009641,39.6840337,-81.2161381
03/23/2012,MONROE,WASHINGTON,34111243210000,Producing,HG ENERGY LLC,WHITACRE ENTERPRISES INC 701 N-1H,39.6606318,-81.2004838,39.6630756,-81.2183886
03/23/2012,MONROE,WASHINGTON,34111243220000,Producing,HG ENERGY LLC,WHITACRE ENTERPRISES INC 701 N-3H,39.6607622,-81.2003606,39.6730361,-81.2150507
04/05/2012,MONROE,WASHINGTON,34111243240000,Drilling,HG ENERGY LLC,WHITACRE ENTERPRISES INC 702 S-6H,39.6763783,-81.2007057,39.6654561,-81.1828373
04/05/2012,MONROE,WASHINGTON,34111243250000,Drilling,HG ENERGY LLC,WHITACRE ENTERPRISES INC 702 S-5H,39.6763871,-81.2007589,39.6632308,-81.1849184
04/05/2012,MONROE,WASHINGTON,34111243260000,Drilling,HG ENERGY LLC,WHITACRE ENTERPRISES INC 702 S-4H,39.6763959,-81.2008084,39.6610054,-81.1869958
04/05/2012,MONROE,WASHINGTON,34111243270000,Drilled,HG ENERGY LLC,WHITACRE ENTERPRISES INC 701 N-7H,39.6605965,-81.2005164,39.6647497,-81.2153169
04/05/2012,MONROE,WASHINGTON,34111243280000,Drilling,HG ENERGY LLC,WHITACRE ENTERPRISES INC 702 N-1H,39.6764102,-81.2008615,39.6765933,-81.214939
04/05/2012,MONROE,WASHINGTON,34111243290000,Drilled,HG ENERGY LLC,WHITACRE ENTERPRISES INC 702 N-2H,39.676419,-81.200911,39.6823484,-81.2191966
04/05/2012,MONROE,WASHINGTON,34111243300000,Producing,HG ENERGY LLC,WHITACRE ENTERPRISES INC 701 S-5H-A,39.6607324,-81.2003931,39.6501409,-81.181908
05/15/2012,MONROE,SENECA,34111243310100,Producing,ANTERO RESOURCES  CORPORATION,ET RUBEL UNIT 1H,39.8328908,-81.3020487,39.8502817,-81.3131653
09/17/2012,MONROE,FRANKLIN,34111243530100,Producing,HALL DRILLING LLC (OIL & GAS),WOLF PEN 3H,39.7073995,-81.2500708,39.7176285,-81.2594864
07/10/2014,MONROE,WASHINGTON,34111243550000,Permitted,HG ENERGY LLC,HG ENERGY LLC 1 (SWIW #3),39.6762721,-81.1887409,39.686549,-81.2141622
12/21/2012,MONROE,GREEN,34111243610100,Producing,ECLIPSE RESOURCES I LP,TIPPENS UNIT 6HS,39.6770537,-81.0260224,39.6635381,-81.0112415
05/07/2014,MONROE,SENECA,34111243620000,Producing,ANTERO RESOURCES  CORPORATION,YONTZ UNIT 1H,39.8181835,-81.3042564,39.8050342,-81.2929526
05/07/2014,MONROE,SENECA,34111243630000,Producing,ANTERO RESOURCES  CORPORATION,NORMAN UNIT 1H,39.8182168,-81.3042914,39.802756,-81.2956759
12/14/2012,MONROE,SWITZERLAND,34111243650100,Drilled,XTO ENERGY INC.,MONROE NORTH UNIT 2H,39.8226549,-80.8505975,39.836913,-80.8660229
02/25/2013,MONROE,SENECA,34111243690000,Producing,ANTERO RESOURCES  CORPORATION,ET RUBEL UNIT 2H,39.8328589,-81.302149,39.8491878,-81.3165677
02/25/2013,MONROE,SENECA,34111243700000,Producing,ANTERO RESOURCES  CORPORATION,ET RUBEL UNIT 3H,39.8328749,-81.3020989,39.8514298,-81.3096871
03/08/2013,MONROE,CENTER,34111243710100,Permitted,XTO ENERGY INC.,MONROE BECK B UNIT 1H,39.7803264,-81.1303353,39.7689759,-81.1165796
09/26/2013,MONROE,LEE,34111243730000,Permitted,TRIAD HUNTER  LLC,STALDER UNIT A 1 UH,39.6417883,-80.9274359,39.6500588,-80.9465152
05/07/2014,MONROE,SENECA,34111243740000,Producing,ANTERO RESOURCES  CORPORATION,GARY UNIT 2H,39.8182446,-81.3043265,39.8418135,-81.3165898
03/10/2014,MONROE,SENECA,34111243750000,Drilled,ANTERO RESOURCES  CORPORATION,GARY UNIT 1H,39.8182751,-81.3043616,39.8393408,-81.3185977
09/26/2013,MONROE,LEE,34111243830000,Permitted,TRIAD HUNTER  LLC,STALDER UNIT A 2 UH,39.6418372,-80.9274029,39.6519997,-80.9440034
09/26/2013,MONROE,LEE,34111243840000,Permitted,TRIAD HUNTER  LLC,STALDER UNIT A 4 UH,39.641938,-80.9273402,39.6558812,-80.9389828
06/17/2013,MONROE,LEE,34111243850100,Producing,TRIAD HUNTER  LLC,STADLER UNIT A 3 UH,39.6418863,-80.9273734,39.6539405,-80.9414949
04/23/2014,MONROE,LEE,34111243860000,Drilling,TRIAD HUNTER  LLC,STADLER UNIT C 6UH,39.6417889,-80.9272761,39.6283694,-80.911834
04/23/2014,MONROE,LEE,34111243870000,Drilling,TRIAD HUNTER  LLC,STADLER UNIT C 5UH,39.6417399,-80.9273092,39.6264292,-80.9143459
04/23/2014,MONROE,LEE,34111243880000,Drilling,TRIAD HUNTER  LLC,STALDER UNIT C 8UH,39.6418869,-80.9272135,39.6322495,-80.9068098
04/23/2014,MONROE,LEE,34111243890000,Drilling,TRIAD HUNTER  LLC,STADLER UNIT C 7UH,39.6418379,-80.9272466,39.6303095,-80.909322
09/05/2013,MONROE,LEE,34111244010100,Drilled,ECLIPSE RESOURCES I LP,HERRICK UNIT A 3,39.6456339,-80.966361,39.6571692,-80.9840216
07/03/2013,MONROE,LEE,34111244030000,Drilled,ECLIPSE RESOURCES I LP,HERRICK UNIT B 5H,39.6456615,-80.9663675,39.6597967,-80.9726217
08/27/2013,MONROE,BETHEL,34111244050000,Drilling,HALL DRILLING LLC (OIL & GAS),HERCHER SOUTH 1H,39.6746931,-81.2457429,39.6554005,-81.2336718
07/03/2013,MONROE,LEE,34111244060000,Permitted,ECLIPSE RESOURCES I LP,HERRICK UNIT C 6H,39.645654,-80.9662185,39.6349211,-80.9481837
07/03/2013,MONROE,LEE,34111244070000,Permitted,ECLIPSE RESOURCES I LP,HERRICK UNIT B 7H,39.6456514,-80.9664352,39.6610616,-80.9797096
07/03/2013,MONROE,LEE,34111244080000,Permitted,ECLIPSE RESOURCES I LP,HERRICK UNIT A 1H,39.6456266,-80.9664287,39.6552367,-80.9872427
09/10/2013,MONROE,BETHEL,34111244090000,Producing,HALL DRILLING LLC (OIL & GAS),HERCHER NORTH 1H,39.6747294,-81.2457991,39.6960846,-81.2666187
08/27/2013,MONROE,BETHEL,34111244110000,Drilling,HALL DRILLING LLC (OIL & GAS),HERCHER SOUTH 2H,39.6747126,-81.245771,39.659075,-81.2332286
05/23/2014,MONROE,SENECA,34111244120000,Drilled,ANTERO RESOURCES  CORPORATION,NORMAN UNIT 2H,39.8181529,-81.3042213,39.8052515,-81.2892646
03/10/2014,MONROE,SENECA,34111244130000,Drilled,ANTERO RESOURCES  CORPORATION,GARY UNIT 3H,39.8183057,-81.3043967,39.8374793,-81.3210545
09/10/2013,MONROE,BETHEL,34111244140100,Producing,HALL DRILLING LLC (OIL & GAS),HERCHER NORTH 2HA,39.6747683,-81.2458481,39.697223,-81.2641853
08/20/2013,MONROE,SALEM,34111244150000,Drilling,ECLIPSE RESOURCES I LP,SHROYER UNIT # 4H 4H,39.798444,-80.8786149,39.7803937,-80.8660211
09/13/2013,MONROE,SALEM,34111244150100,Drilling,ECLIPSE RESOURCES I LP,SHROYER UNIT 4H,39.798444,-80.8786149,39.7803937,-80.8660211
09/13/2013,MONROE,SALEM,34111244160000,Drilling,ECLIPSE RESOURCES I LP,SHROYER UNIT 2H,39.7984843,-80.8787492,39.7773877,-80.8686253
09/16/2013,MONROE,WASHINGTON,34111244170000,Drilled,HG ENERGY LLC,GARY GREEN 703-N-3H,39.6763541,-81.1887145,39.6836059,-81.2007808
06/09/2014,MONROE,SENECA,34111244230000,Drilled,ANTERO RESOURCES  CORPORATION,DK CARPENTER UNIT 2 H,39.8266813,-81.2848185,39.8509265,-81.3017953
06/11/2014,MONROE,SENECA,34111244240000,Drilled,ANTERO RESOURCES  CORPORATION,DK CARPENTER UNIT 1H,39.8267173,-81.2848499,39.8517295,-81.305144
06/16/2014,MONROE,SENECA,34111244260000,Drilled,ANTERO RESOURCES  CORPORATION,MCDOUGAL UNIT 1H,39.826612,-81.284752,39.8502329,-81.2984127
11/04/2013,MONROE,WASHINGTON,34111244270000,Permitted,HG ENERGY LLC,GARY GREEN 703-S-8H,39.6762338,-81.1887523,39.6698876,-81.1721557
11/04/2013,MONROE,WASHINGTON,34111244280000,Drilling,HG ENERGY LLC,GARY GREEN 703-N-2H,39.6763158,-81.1887259,39.6859525,-81.2093687
11/04/2013,MONROE,WASHINGTON,34111244290000,Drilling,HG ENERGY LLC,GARY GREEN 703-N-4H,39.6763952,-81.188703,39.6836579,-81.1968284
11/04/2013,MONROE,WASHINGTON,34111244300000,Drilling,HG ENERGY LLC,GARY GREEN 703-S-5H,39.6761134,-81.1887901,39.6660035,-81.1773347
11/04/2013,MONROE,WASHINGTON,34111244310000,Drilled,HG ENERGY LLC,GARY GREEN 703-S-6H,39.6761544,-81.1887751,39.6678596,-81.1766067
11/04/2013,MONROE,WASHINGTON,34111244320000,Permitted,HG ENERGY LLC,GARY GREEN 703-S-7H,39.6761954,-81.1887636,39.6689732,-81.1745606
12/06/2013,MONROE,PERRY,34111244370100,Permitted,EM ENERGY OHIO LLC,JAWS 6PPH,39.6365953,-81.0580097,39.6463636,-81.0663815
04/07/2014,MONROE,OHIO,34111244400100,Permitted,STATOIL USA ONSHORE PROP INC,EISENBARTH U 4H,39.697638,-80.8990428,39.6834568,-80.8815894
12/12/2013,MONROE,SENECA,34111244440000,Drilling,ANTERO RESOURCES  CORPORATION,FRANKLIN UNIT 3H,39.8328402,-81.3021992,39.8159913,-81.2844105
12/12/2013,MONROE,SENECA,34111244450000,Drilling,ANTERO RESOURCES  CORPORATION,FRANKLIN UNIT 2H,39.8328243,-81.3022493,39.8145082,-81.2875443
12/12/2013,MONROE,SENECA,34111244460000,Drilled,ANTERO RESOURCES  CORPORATION,FRANKLIN UNIT 1H,39.8328083,-81.3022994,39.8129922,-81.2906822
06/26/2014,MONROE,SENECA,34111244470000,Drilled,ANTERO RESOURCES  CORPORATION,MCDOUGAL UNIT 2H,39.8265788,-81.2847277,39.8483129,-81.2940541
02/26/2014,MONROE,SENECA,34111244480000,Drilling,ANTERO RESOURCES  CORPORATION,KEYLOR UNIT 2H,39.8490792,-81.2868993,39.8323418,-81.2710489
02/26/2014,MONROE,SENECA,34111244490000,Drilling,ANTERO RESOURCES  CORPORATION,KEYLOR UNIT 1H,39.8491178,-81.2869165,39.8310953,-81.2739375
07/14/2014,MONROE,SWITZERLAND,34111244500100,Permitted,CNX GAS COMPANY LLC,BREWSTER SWITZ6AHSM,39.8313803,-80.9139547,39.8454692,-80.9274325
04/11/2014,MONROE,SWITZERLAND,34111244510000,Drilling,CNX GAS COMPANY LLC,BREWSTER  SWITZ6BHSU,39.8313313,-80.9139879,39.8453803,-80.9273525
07/14/2014,MONROE,SWITZERLAND,34111244510100,Permitted,CNX GAS COMPANY LLC,BREWSTER SWITZ6HSU,39.8313313,-80.9139879,39.8454692,-80.9274325
02/14/2014,MONROE,SENECA,34111244520000,Drilling,ANTERO RESOURCES  CORPORATION,MCDOUGAL UNIT 3H,39.8491564,-81.2869336,39.8297385,-81.2770344
05/02/2014,MONROE,OHIO,34111244560000,Drilling,TRIAD HUNTER  LLC,ORMET CORP PAD 2 7-15 UH,39.7132164,-80.8579535,39.6992551,-80.8549339
05/02/2014,MONROE,OHIO,34111244570000,Drilling,TRIAD HUNTER  LLC,ORMET CORP PAD 2 8-15 UH,39.7132582,-80.8579988,39.7003265,-80.8516527
05/02/2014,MONROE,OHIO,34111244580000,Drilling,TRIAD HUNTER  LLC,ORMET CORP PAD 2 9-15 UH,39.7133028,-80.8580439,39.7010385,-80.8482092
05/02/2014,MONROE,OHIO,34111244590000,Drilling,TRIAD HUNTER  LLC,ORMET CORP PAD 2 10-15 UH,39.7133446,-80.8580856,39.7015956,-80.8446948
04/30/2014,MONROE,OHIO,34111244620100,Permitted,STATOIL USA ONSHORE PROP INC,WEFLER N U 1H,39.7387516,-80.9085048,39.7523557,-80.9274846
03/25/2014,MONROE,OHIO,34111244630100,Permitted,STATOIL USA ONSHORE PROP INC,EISENBARTH U 3H,39.6976189,-80.8990539,39.6834519,-80.8812341
05/01/2014,MONROE,FRANKLIN,34111244670000,Drilling,HALL DRILLING LLC (OIL & GAS),WEBB SOUTH 3H,39.7073447,-81.2500824,39.6913548,-81.2348636
05/01/2014,MONROE,FRANKLIN,34111244680000,Drilling,HALL DRILLING LLC (OIL & GAS),WEBB SOUTH 1H,39.7073721,-81.2500784,39.6808009,-81.2336514
05/01/2014,MONROE,FRANKLIN,34111244690000,Permitted,HALL DRILLING LLC (OIL & GAS),WEBB SOUTH 2H,39.7073173,-81.25009,39.6878322,-81.2356346
05/23/2014,MONROE,PERRY,34111244710100,Permitted,EM ENERGY OHIO LLC,MOONRAKER 2-PPH,39.6728148,-81.0853795,39.6632927,-81.0705099
06/04/2014,MONROE,CENTER,34111244720100,Permitted,GULFPORT ENERGY CORPORATION,JONES 210068 3A,39.7897383,-81.0591957,39.8036369,-81.0697117
06/03/2014,MONROE,CENTER,34111244730000,Drilling,GULFPORT ENERGY CORPORATION,JONES 210068 2B,39.7896971,-81.059193,39.8048355,-81.0669177
06/04/2014,MONROE,SUNSBURY,34111244740000,Drilling,GULFPORT ENERGY CORPORATION,WESTHAWK 210209 1D,39.8438742,-81.0319497,39.8324768,-81.0164746
06/04/2014,MONROE,SUNSBURY,34111244760000,Drilling,GULFPORT ENERGY CORPORATION,WESTHAWK 210209 4A,39.8437556,-81.0319024,39.8284568,-81.0257974
06/04/2014,MONROE,SUNSBURY,34111244770000,Drilling,GULFPORT ENERGY CORPORATION,WESTHAWK 210209 2C,39.8438356,-81.0319363,39.8311379,-81.0195835
06/04/2014,MONROE,SUNSBURY,34111244780000,Drilling,GULFPORT ENERGY CORPORATION,WESTHAWK 210209 3B,39.843797,-81.0319193,39.829796,-81.0226924
06/05/2014,MONROE,CENTER,34111244790000,Drilling,GULFPORT ENERGY CORPORATION,JONES 210068 1C,39.7896559,-81.0591938,39.8060342,-81.064127
06/11/2014,MONROE,SUNSBURY,34111244800000,Permitted,GULFPORT ENERGY CORPORATION,CAMPBELL 210092 4D,39.837085,-81.056086,39.8216762,-81.0416825
06/11/2014,MONROE,SUNSBURY,34111244810000,Permitted,GULFPORT ENERGY CORPORATION,CAMPBELL 210092 3C,39.8370467,-81.056101,39.8203393,-81.0447939
06/11/2014,MONROE,SUNSBURY,34111244820000,Permitted,GULFPORT ENERGY CORPORATION,CAMPBELL 210092 2B,39.8370085,-81.0561196,39.8190051,-81.0479051
06/11/2014,MONROE,SUNSBURY,34111244830000,Drilling,GULFPORT ENERGY CORPORATION,CAMPBELL 210092 1A,39.8369675,-81.0561383,39.8176708,-81.0510163
06/11/2014,MONROE,SENECA,34111244840000,Permitted,ANTERO RESOURCES  CORPORATION,FRANKLIN UNIT 1HA,39.8327923,-81.302346,39.8129922,-81.2906822
06/13/2014,MONROE,SUNSBURY,34111244850000,Drilling,GULFPORT ENERGY CORPORATION,SHRIVER 210018 1B,39.8404054,-81.046839,39.8244109,-81.0353049
06/13/2014,MONROE,SUNSBURY,34111244860000,Drilling,GULFPORT ENERGY CORPORATION,SHRIVER 210018 2A,39.8404465,-81.0468346,39.823077,-81.0384165
06/13/2014,MONROE,SUNSBURY,34111244870000,Drilling,GULFPORT ENERGY CORPORATION,SHRIVER 210018 3C,39.8404877,-81.0468301,39.8257448,-81.0321931
06/13/2014,MONROE,SUNSBURY,34111244880000,Drilling,GULFPORT ENERGY CORPORATION,SHRIVER 210018 4D,39.8405288,-81.0468293,39.8270786,-81.0290813
06/16/2014,MONROE,ADAMS,34111244950000,Permitted,GULFPORT ENERGY CORPORATION,TRUAX 210124 3C,39.7962631,-81.0430901,39.8113524,-81.0549641
06/16/2014,MONROE,ADAMS,34111244960000,Permitted,GULFPORT ENERGY CORPORATION,TRUAX 210124 4D,39.7962597,-81.0430368,39.8127375,-81.0517348
06/16/2014,MONROE,ADAMS,34111244970000,Permitted,GULFPORT ENERGY CORPORATION,TRUAX 210124 1A,39.7962645,-81.0431969,39.8084884,-81.0616379
06/16/2014,MONROE,ADAMS,34111244980000,Permitted,GULFPORT ENERGY CORPORATION,TRUAX 210124 2B,39.7962638,-81.0431435,39.8099672,-81.0581933
06/20/2014,MONROE,WASHINGTON,34111244990000,Permitted,HG ENERGY LLC,KLJ UNIT 815 5-4H,39.6775416,-81.1701233,39.6641428,-81.1550497
06/20/2014,MONROE,WAYNE,34111245000000,Permitted,HG ENERGY LLC,KLJ UNIT 818  N-3H,39.7031034,-81.1828977,39.7166418,-81.1995111
11/15/2013,MORGAN,CENTER,34115246830000,Drilling,PDC ENERGY INC,PALMER 3H,39.6092074,-81.6671074,39.6304517,-81.6704152
11/15/2013,MORGAN,CENTER,34115246840000,Drilled,PDC ENERGY INC,PALMER 2H,39.6092374,-81.6670715,39.6287785,-81.6679497
11/15/2013,MORGAN,CENTER,34115246850000,Drilled,PDC ENERGY INC,PALMER 1H,39.6092673,-81.6670392,39.6283353,-81.6654697
09/27/2013,MUSKINGUM,MEIGS,34119287450100,Permitted,ANADARKO E & P ONSHORE LLC,FREC MUSK MEIGS A1H,39.8011515,-81.7169869,39.813724,-81.7241646
03/09/2012,MUSKINGUM,MEIGS,34119287490100,Producing,ANADARKO E & P ONSHORE LLC,FREC MEIGS C-1H,39.8215655,-81.7585726,39.8347749,-81.7741178
03/20/2012,MUSKINGUM,MADISON,34119287580100,Permitted,ENERVEST OPERATING L,CONSOLIDATED COAL UNIT 2-H,40.0634144,-81.9513114,40.0791127,-81.9629437
12/23/2011,NOBLE,STOCK,34121243420000,Producing,CNX GAS COMPANY LLC,CNX GAS COMPANY LLC NBL1AHSU,39.7519767,-81.342807,39.7424438,-81.3320187
